@RELATION BugPrediction-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE numberOfVersionsUntil NUMERIC
    @ATTRIBUTE numberOfFixesUntil NUMERIC
    @ATTRIBUTE numberOfRefactoringsUntil NUMERIC
    @ATTRIBUTE numberOfAuthorsUntil NUMERIC
    @ATTRIBUTE linesAddedUntil NUMERIC
    @ATTRIBUTE maxLinesAddedUntil NUMERIC
    @ATTRIBUTE avgLinesAddedUntil NUMERIC
    @ATTRIBUTE linesRemovedUntil NUMERIC
    @ATTRIBUTE maxLinesRemovedUntil NUMERIC
    @ATTRIBUTE avgLinesRemovedUntil NUMERIC
    @ATTRIBUTE codeChurnUntil NUMERIC
    @ATTRIBUTE maxCodeChurnUntil NUMERIC
    @ATTRIBUTE avgCodeChurnUntil NUMERIC
    @ATTRIBUTE ageWithRespectTo NUMERIC
    @ATTRIBUTE weightedAgeWithRespectTo NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE fanIn NUMERIC
    @ATTRIBUTE fanOut NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE numberOfAttributes NUMERIC
    @ATTRIBUTE numberOfAttributesInherited NUMERIC
    @ATTRIBUTE numberOfLinesOfCode NUMERIC
    @ATTRIBUTE numberOfMethods NUMERIC
    @ATTRIBUTE numberOfMethodsInherited NUMERIC
    @ATTRIBUTE numberOfPrivateAttributes NUMERIC
    @ATTRIBUTE numberOfPrivateMethods NUMERIC
    @ATTRIBUTE numberOfPublicAttributes NUMERIC
    @ATTRIBUTE numberOfPublicMethods NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE CvsEntropy NUMERIC
    @ATTRIBUTE CvsWEntropy NUMERIC
    @ATTRIBUTE CvsLinEntropy NUMERIC
    @ATTRIBUTE CvsLogEntropy NUMERIC
    @ATTRIBUTE CvsExpEntropy NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,1,1,1,8,4,1,1,3,7,1,0.391304,18,10,3,0,0.391304,18,0,0,0,0,0,28,48,1,0,1,0,4,0,2,0,4,13,0,2,0,28,48,1,0,1,0,4,0,2,0,4,13,0,2,0,7,0,0,4,372.0,174.0,53.1429,125.0,92.0,17.8571,247.0,174.0,35.2857,61.1429,2.46697,5.02919,0.043105,0.0210204,0.157739,0.0521834,3,1,1,2,6,0,1,0,34.0,4.0,6,0,2,1.0,2,17.0,8.0,false
    0.664706,2,7,2,0.5,0.6,18,18,1,2,2,6,7,1,1,7,10,0,0,0,0,0,3,0,0,3,4,0,0,1,30,36,3,0,1,0,3,0,2,0,10,20,0,8,0,30,36,3,0,1,0,3,0,2,0,10,20,0,8,0,5,0,0,3,139.0,64.0,27.8,18.0,13.0,3.6,121.0,64.0,24.2,58.4286,1.18602,3.79659,0.0135786,0.0171074,0.122015,0.0463437,3,3,1,2,1,0,1,0,21.0,2.0,16,1,1,0.0,1,11.0,5.0,false
    0.591241,1,5,1,0.276923,0.421053,18,16,1,3,2,10,9,2,2,8,13,1,0.411765,21,20,3,0,0.396825,25,2,4,0,0,1,30,57,7,9,0,3,5,0,2,0,27,15,0,20,2,38,65,7,12,0,4,6,0,3,0,30,18,0,23,2,5,0,0,2,207.0,93.0,41.4,24.0,22.0,4.8,183.0,93.0,36.6,60.2857,3.31608,3.70646,0.0105719,0.0165762,0.118772,0.0446829,8,3,2,7,10,0,0,4,30.0,5.0,21,0,0,0.0,2,15.0,10.0,false
    0,0,0,0,0,0,0,0,1,2,2,5,0,1,1,0,2,0,0.0952381,4,0,0,2,0.0952381,4,0,0,0,0,0,38,48,3,0,3,0,2,0,1,0,2,25,0,1,0,38,48,3,0,3,0,2,0,1,0,2,25,0,1,0,4,0,0,2,145.0,62.0,36.25,25.0,25.0,6.25,120.0,62.0,30.0,59.0,3.90542,3.06228,0.00724141,0.0144289,0.099834,0.0411384,7,1,0,7,1,0,3,0,39.0,2.0,6,3,1,0.0,1,18.0,4.0,false
    0,0,0,0,0,0,0,0,1,4,2,13,9,1,1,11,13,0.5,0.0769231,3,3,1,1,0.0769231,3,1,1,0,0,1,36,47,1,0,0,0,2,0,1,0,7,24,0,3,0,36,47,1,0,0,0,2,0,1,0,7,24,0,3,0,6,0,0,3,30.0,12.0,5.0,40.0,22.0,6.66667,-10.0,10.0,-1.66667,58.1429,23.3905,4.55719,0.0140367,0.0297843,0.165512,0.102901,6,2,1,5,1,0,0,0,39.0,2.0,11,0,0,0.0,1,24.0,13.0,false
    0.701923,3,13,3,0.375,0.531915,30,25,3,4,2,10,9,7,3,14,20,1,0.364865,27,24,4,0,0.364865,27,3,3,0,0,1,47,80,14,18,1,2,6,1,3,0,65,29,1,26,3,47,80,14,18,1,2,6,1,3,0,65,29,1,26,3,8,0,0,3,356.0,126.0,44.5,131.0,106.0,16.375,225.0,126.0,28.125,61.1429,2.66132,4.33338,0.036912,0.0185353,0.13686,0.0475072,8,4,1,7,15,0,1,3,50.0,6.0,51,0,0,0.0,3,30.0,10.0,false
    0,0,0,0,0,0,0,0,0,1,1,3,5,1,1,3,5,1,0.454545,10,10,3,0,0.454545,10,1,1,0,0,1,12,21,5,6,0,1,2,0,2,0,31,5,0,23,1,12,21,5,6,0,1,2,0,2,0,31,5,0,23,1,3,0,0,1,86.0,43.0,28.6667,0.0,0.0,0.0,86.0,43.0,28.6667,61.1429,1.42857,2.56656,0.0102665,0.00843875,0.0751441,0.0135788,2,2,1,1,1,0,0,0,10.0,2.0,29,0,0,0.0,2,4.0,3.0,false
    0.455046,4,23,4,0.317647,0.424528,54,45,2,4,3,33,26,2,2,34,45,0.857143,0.298013,45,28,6,1,0.298013,45,1,2,0,0,2,106,170,5,10,2,3,11,1,6,2,44,64,1,27,4,106,170,5,10,2,3,11,1,6,2,44,64,1,27,4,9,0,0,3,485.0,174.0,53.8889,105.0,65.0,11.6667,380.0,174.0,42.2222,61.1429,4.16789,5.02919,0.0571699,0.0210204,0.157739,0.0521834,18,2,1,17,55,0,2,0,130.0,11.0,29,1,3,0.0,6,65.0,33.0,false
    0,0,0,0,0,0,0,0,9,1,1,18,15,2,2,18,31,0.777778,0.321429,27,26,7,2,0.321429,27,4,5,0,0,1,57,97,15,18,0,2,13,0,8,1,81,27,0,50,7,57,97,15,18,0,2,13,0,8,1,81,27,0,50,7,16,0,0,3,292.0,94.0,18.25,78.0,27.0,4.875,214.0,94.0,13.375,60.2857,4.07877,4.41258,0.021183,0.0185832,0.138856,0.0463837,12,4,2,10,78,0,0,0,59.0,13.0,70,0,0,0.0,8,34.0,18.0,false
    0.134243,7,18,7,0.0839161,0.110599,96,72,3,5,5,178,41,10,11,71,121,0.866667,0.362903,360,226,13,2,0.356083,360,5,7,0,0,1,632,1122,25,15,19,2,50,0,14,2,104,408,0,44,3,651,1144,26,15,20,2,54,0,18,3,108,414,0,48,4,23,0,0,5,3117.0,1110.0,135.522,802.0,376.0,34.8696,2315.0,1110.0,100.652,61.1429,4.58729,6.59762,0.271423,0.0372528,0.225835,0.107733,37,5,6,34,1225,0,19,2,828.0,50.0,70,19,28,0.0,14,341.0,178.0,false
    0,0,0,0,0,0,0,0,1,1,1,3,7,1,1,7,9,0.666667,0.434783,10,7,2,1,0.434783,10,1,1,0,0,1,13,20,2,1,0,0,2,0,2,0,6,6,0,5,2,13,20,2,1,0,0,2,0,2,0,6,6,0,5,2,6,0,0,2,92.0,44.0,15.3333,8.0,4.0,1.33333,84.0,44.0,14.0,61.1429,1.98913,4.33338,0.010707,0.0185353,0.13686,0.0475072,6,2,1,5,1,0,0,2,13.0,2.0,4,0,0,0.0,2,10.0,3.0,false
    0,0,0,0,0,0,0,0,1,1,1,3,7,1,1,7,9,0.333333,0.315789,6,3,1,2,0.315789,6,1,1,0,0,1,13,20,2,1,0,0,2,0,2,0,6,6,0,5,2,13,20,2,1,0,0,2,0,2,0,6,6,0,5,2,6,0,0,2,85.0,40.0,14.1667,9.0,5.0,1.5,76.0,40.0,12.6667,61.1429,2.33613,4.33338,0.00980191,0.0185353,0.13686,0.0475072,5,2,1,4,1,0,0,2,14.0,2.0,4,0,0,0.0,2,10.0,3.0,false
    0.504348,1,2,1,0.20339,0.333333,12,9,1,1,1,6,2,4,5,4,8,1,0.509091,28,28,4,0,0.509091,28,0,0,3,3,0,27,59,2,1,2,1,4,0,3,2,4,14,0,3,2,27,59,2,1,2,1,4,0,3,2,4,14,0,3,2,6,0,0,2,184.0,82.0,30.6667,22.0,17.0,3.66667,162.0,82.0,27.0,61.1429,3.62811,4.33338,0.0138569,0.0185353,0.13686,0.0475072,6,1,4,2,6,3,2,0,26.0,4.0,0,0,0,2.0,3,10.0,6.0,false
    0,0,0,0,0,0,0,0,1,1,1,3,7,1,1,7,9,0.333333,0.315789,6,3,1,2,0.315789,6,1,1,0,0,1,13,22,2,1,0,0,2,0,2,0,6,6,0,5,2,13,22,2,1,0,0,2,0,2,0,6,6,0,5,2,6,0,0,2,88.0,41.0,14.6667,8.0,5.0,1.33333,80.0,41.0,13.3333,61.1429,2.32143,4.33338,0.0102273,0.0185353,0.13686,0.0475072,5,2,1,4,1,0,0,2,15.0,2.0,4,0,0,0.0,2,10.0,3.0,false
    0.245283,1,3,1,0.168675,0.219512,14,9,1,3,3,14,3,1,4,6,12,0.666667,0.445946,33,22,4,2,0.445946,33,0,0,0,0,0,41,83,2,1,2,1,6,0,5,2,6,22,0,5,2,41,83,2,1,2,1,6,0,5,2,6,22,0,5,2,7,0,0,2,216.0,100.0,30.8571,15.0,9.0,2.14286,201.0,100.0,28.7143,61.1429,2.64087,4.33338,0.023859,0.0185353,0.13686,0.0475072,3,1,1,2,10,0,2,0,46.0,5.0,0,2,1,0.0,4,13.0,13.0,false
    0,0,0,0,0,0,0,0,1,4,4,8,1,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,23,27,0,0,0,0,1,0,1,0,1,14,0,1,0,23,27,0,0,0,0,1,0,1,0,1,14,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4286,0,0,0,0,0,0,4,1,3,1,1,0,0,0,25.0,2.0,0,0,0,0.0,2,7.0,7.0,false
    0.235294,1,2,1,0.105,0.141414,21,14,3,1,1,30,10,8,26,14,40,1,0.431034,75,62,15,0,0.431034,75,3,3,4,4,1,99,200,4,9,4,9,26,0,14,1,34,44,0,20,1,99,200,4,9,4,9,26,0,14,1,34,44,0,20,1,6,0,0,3,493.0,212.0,82.1667,48.0,47.0,8.0,445.0,212.0,74.1667,61.1429,3.77021,5.02919,0.0529186,0.0210204,0.157739,0.0521834,14,3,5,9,325,4,4,0,98.0,26.0,14,4,1,0.0,14,76.0,23.0,false
    0.279621,2,4,2,0.190083,0.276923,23,18,1,1,1,17,8,2,1,10,24,0.875,0.402062,39,30,7,1,0.380952,40,4,4,0,0,1,58,113,6,9,2,4,14,0,7,1,41,23,0,24,2,65,121,8,9,2,4,15,0,8,1,52,26,0,35,2,7,0,0,3,315.0,138.0,45.0,30.0,25.0,4.28571,285.0,138.0,40.7143,61.1429,3.50794,5.02919,0.0344334,0.0210204,0.157739,0.0521834,4,4,1,3,91,0,2,0,71.0,14.0,39,2,3,0.0,7,32.0,18.0,false
    0.425856,4,10,5,0.302222,0.425373,68,57,2,1,1,25,12,4,2,18,39,0.875,0.339394,56,48,7,1,0.305699,59,4,4,0,0,1,109,196,8,9,4,4,21,0,7,1,48,55,0,24,2,134,225,10,9,4,4,26,0,12,1,83,65,0,59,2,8,0,0,4,624.0,292.0,78.0,99.0,58.0,12.375,525.0,292.0,65.625,61.1429,3.58608,5.02919,0.0679795,0.0210204,0.157739,0.0521834,8,4,1,7,210,0,4,0,147.0,21.0,39,4,10,0.0,7,76.0,27.0,false
    0.220126,2,4,2,0.195946,0.258824,29,22,2,1,1,20,12,2,2,17,33,0.875,0.339286,38,30,7,1,0.314516,39,4,4,0,0,1,74,134,6,9,2,4,16,0,7,1,43,34,0,24,2,85,148,8,9,2,4,19,0,10,1,56,38,0,37,2,10,0,0,4,455.0,212.0,45.5,89.0,46.0,8.9,366.0,212.0,36.6,61.1429,3.5551,5.02919,0.0482,0.0210204,0.157739,0.0521834,9,4,2,7,120,0,2,0,96.0,16.0,39,2,4,0.0,7,47.0,20.0,false
    0.461538,4,8,4,0.302703,0.425926,56,46,2,1,1,22,11,3,2,17,35,0.875,0.343066,47,39,7,1,0.312102,49,4,4,0,0,1,90,164,7,9,3,4,18,0,7,1,45,44,0,24,2,108,185,9,9,3,4,22,0,11,1,69,51,0,48,2,9,0,0,4,542.0,252.0,60.2222,98.0,51.0,10.8889,444.0,252.0,49.3333,61.1429,3.74275,5.02919,0.0582724,0.0210204,0.157739,0.0521834,7,4,1,6,153,0,3,0,120.0,18.0,39,3,7,0.0,7,61.0,23.0,false
    0,0,0,0,0,0,0,0,1,4,1,34,4,5,14,2,21,1,0.437186,87,66,18,0,0.437186,87,1,2,1,13,2,112,220,7,7,7,7,19,1,17,3,19,55,1,17,3,112,220,7,7,7,7,19,1,17,3,19,55,1,17,3,4,0,0,2,148.0,117.0,37.0,71.0,37.0,17.75,77.0,84.0,19.25,84.8571,11.1988,4.91442,0.0350103,0.0185111,0.148539,0.0425637,6,1,4,2,136,1,7,0,99.0,17.0,19,6,0,0.0,15,32.0,26.0,false
    0,0,0,0,0,0,0,0,5,3,3,24,12,2,8,11,17,1,0.457746,65,42,7,0,0.457746,65,0,0,0,0,0,77,153,0,0,0,0,6,0,6,0,6,47,0,6,0,77,153,0,0,0,0,6,0,6,0,6,47,0,6,0,3,0,1,3,44.0,42.0,14.6667,83.0,75.0,27.6667,-39.0,0.0,-13.0,83.8571,47.961,3.2591,0.00533646,0.0141379,0.10306,0.0380458,9,1,0,9,15,0,0,0,106.0,6.0,6,0,0,0.0,6,32.0,22.0,false
    0,0,0,0,0,0,0,0,1,1,1,16,1,18,3,6,15,1,0.455357,51,34,3,0,0.443478,51,2,3,12,12,1,61,120,10,8,3,1,9,0,2,1,28,29,1,19,4,64,123,10,8,3,1,10,0,3,1,29,30,1,20,4,2,0,0,2,13.0,13.0,6.5,14.0,14.0,7.0,-1.0,0.0,-0.5,83.8571,49.7143,1.76682,6.73428e-4,0.0100966,0.0617154,0.0339284,8,2,6,2,36,0,3,1,76.0,9.0,36,3,1,0.0,2,33.0,16.0,false
    0,0,0,0,0,0,0,0,2,0,0,3,0,55,7,0,3,0,0,0,0,0,4,0,0,0,0,55,80,0,9,12,0,0,0,0,3,0,3,0,3,1,0,3,0,9,12,0,0,0,0,3,0,3,0,3,1,0,3,0,6,1,0,5,27.0,11.0,4.5,16.0,6.0,2.66667,11.0,6.0,1.83333,335.286,131.069,5.65358,0.00474994,0.0076904,0.13134,5.87423e-4,0,1,0,0,3,46,0,0,7.0,3.0,6,0,0,0.0,3,3.0,3.0,false
    0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,4,0,0.0666667,1,0,0,5,0.0666667,1,1,1,1,4,1,14,18,0,4,0,4,4,0,4,0,4,4,0,4,0,14,18,0,4,0,4,4,0,4,0,4,4,0,4,0,9,1,0,7,33.0,15.0,3.66667,27.0,12.0,3.0,6.0,6.0,0.666667,335.286,188.078,5.98276,0.00276576,0.0158814,0.159804,0.0344317,0,1,0,0,6,1,0,0,12.0,4.0,10,0,0,0.0,4,4.0,4.0,false
    0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,1,0,0,1,1,17,17,1,2,2,0,0,0,0,0,0,0,0,3,0,0,3,0,2,2,0,0,0,0,0,0,0,0,3,0,0,3,0,8,1,0,6,23.0,8.0,2.875,19.0,5.0,2.375,4.0,4.0,0.5,335.286,108.323,7.4204,0.00375206,0.017787,0.193055,0.0345158,2,2,2,0,0,11,0,0,0.0,1.0,9,0,0,0.0,1,1.0,0.0,false
    0,0,0,0,0,0,0,0,0,1,1,5,1,3,2,2,5,0,0,0,0,0,4,0,0,0,0,1,1,0,18,21,1,2,1,2,3,1,3,0,3,7,1,3,0,18,21,1,2,1,2,3,1,3,0,3,7,1,3,0,6,1,0,6,34.0,17.0,5.66667,26.0,15.0,4.33333,8.0,6.0,1.33333,335.286,200.097,6.41569,0.0033242,0.0163241,0.169334,0.0343568,2,1,1,1,3,1,1,0,15.0,3.0,0,0,0,0.0,3,7.0,5.0,false
    0,0,0,0,0,0,0,0,1,1,1,9,2,12,18,3,11,0,0,0,0,0,9,0,0,3,3,1,1,1,31,39,4,8,1,1,8,0,8,0,19,12,0,19,0,31,39,4,8,1,1,8,0,8,0,19,12,0,19,0,6,1,0,6,53.0,35.0,8.83333,40.0,29.0,6.66667,13.0,6.0,2.16667,335.286,234.383,6.41569,0.00428655,0.0163241,0.169334,0.0343568,9,3,9,0,15,1,1,1,22.0,6.0,19,1,0,0.0,6,13.0,7.0,false
    0,0,0,0,0,0,0,0,0,1,1,3,2,3,3,2,4,0,0,0,0,0,3,0,0,1,1,1,1,1,11,13,0,1,0,1,2,0,2,0,5,4,0,5,0,11,13,0,1,0,1,2,0,2,0,5,4,0,5,0,7,1,0,6,25.0,10.0,3.57143,19.0,8.0,2.71429,6.0,6.0,0.857143,335.286,167.829,6.41569,0.00262164,0.0163241,0.169334,0.0343568,3,2,2,1,1,1,0,0,9.0,2.0,9,0,0,0.0,2,3.0,3.0,false
    0,0,0,0,0,0,0,0,1,0,0,7,2,11,13,0,7,0,0,0,0,0,8,0,0,2,2,2,3,1,28,37,3,7,3,3,7,0,7,0,11,9,0,11,0,28,37,3,7,3,3,7,0,7,0,11,9,0,11,0,10,1,0,6,96.0,31.0,9.6,75.0,23.0,7.5,21.0,17.0,2.1,335.286,188.814,6.95514,0.025552,0.017229,0.181513,0.036886,4,2,4,0,10,2,3,0,17.0,5.0,14,2,0,0.0,5,6.0,5.0,false
    0,0,0,0,0,0,0,0,4,1,1,13,2,1,1,3,11,0,0,0,0,0,9,0,0,2,2,0,0,1,37,45,0,4,0,3,8,0,8,0,13,15,0,13,0,37,45,0,4,0,3,8,0,8,0,13,15,0,13,0,7,1,0,6,55.0,38.0,7.85714,41.0,30.0,5.85714,14.0,8.0,2.0,335.286,238.678,6.41569,0.00405789,0.0163241,0.169334,0.0343568,2,3,1,1,28,0,0,0,35.0,8.0,11,0,0,0.0,8,12.0,13.0,false
    0.0404115,1,7,1,0.0283019,0.0354331,18,18,2,5,5,88,27,14,28,36,70,0,0.0481928,20,17,0,9,0.0777577,43,0,0,2,2,0,395,492,24,6,24,6,34,0,8,3,34,280,0,8,3,510,636,25,11,25,9,45,0,18,3,53,356,0,24,3,42,0,0,6,1834.0,541.0,43.6667,612.0,166.0,14.5714,1222.0,541.0,29.0952,155.857,30.5993,24.0899,0.318937,0.0866316,0.701512,0.193329,24,1,5,19,528,2,24,0,436.0,33.0,6,15,4,0.0,8,187.0,83.0,true
    0,0,0,0,0,0,0,0,3,1,1,10,3,1,1,1,7,0,0.15873,10,9,0,3,0.15873,10,0,0,0,0,0,53,75,4,1,4,1,6,0,2,0,6,34,0,2,0,53,75,4,1,4,1,6,0,2,0,6,34,0,2,0,13,0,0,5,78.0,17.0,6.0,51.0,23.0,3.92308,27.0,10.0,2.07692,207.429,100.982,14.8324,0.0358935,0.0456586,0.408289,0.10878,3,1,1,2,15,0,4,0,52.0,6.0,0,4,0,0.0,2,19.0,10.0,false
    0.145588,1,6,1,0.125,0.151515,20,20,1,4,4,25,4,10,19,2,15,0,0.0545455,6,3,0,3,0.0431655,6,0,0,3,3,0,104,130,7,3,7,3,13,0,2,0,13,62,0,2,0,133,160,7,3,7,3,16,0,5,0,16,78,0,5,0,17,1,0,4,481.0,182.0,28.2941,106.0,64.0,6.23529,375.0,182.0,22.0588,156.429,21.0582,11.1725,0.0513363,0.032988,0.310246,0.0683092,8,1,4,4,78,3,7,0,108.0,13.0,6,3,1,0.0,2,51.0,26.0,true
    0.219336,1,8,2,0.19403,0.160714,26,18,1,4,4,40,7,10,8,9,18,0,0.104,13,0,0,10,0.104,13,0,0,0,0,0,112,134,1,8,1,8,9,1,9,0,9,86,1,9,0,112,134,1,8,1,8,9,1,9,0,9,86,1,9,0,7,0,0,3,74.0,33.0,10.5714,37.0,20.0,5.28571,37.0,27.0,5.28571,71.5714,39.6236,7.25623,0.0197049,0.043408,0.254391,0.144345,14,1,6,8,21,0,1,0,114.0,7.0,6,0,0,0.0,7,78.0,38.0,true
    0,0,0,0,0,0,0,0,2,1,1,12,4,3,11,6,14,0,0.038961,3,0,0,7,0.0340909,3,1,1,0,0,1,74,91,12,3,5,1,8,0,6,1,19,49,0,8,1,85,102,12,3,5,1,9,0,7,1,20,57,0,9,1,17,0,0,4,293.0,116.0,17.2353,50.0,23.0,2.94118,243.0,116.0,14.2941,156.429,17.4651,11.171,0.026281,0.0362454,0.318856,0.0829084,3,2,2,1,28,0,5,4,85.0,8.0,18,5,0,0.0,6,22.0,14.0,false
    0.128739,1,6,1,0.126582,0.147059,20,20,2,4,4,24,6,2,6,7,19,0,0.0461538,6,0,0,7,0.0555556,8,1,1,0,0,1,124,145,9,5,2,3,12,0,6,1,23,85,0,8,1,136,158,9,5,2,3,14,0,8,1,25,93,0,10,1,16,1,0,4,493.0,183.0,30.8125,116.0,69.0,7.25,377.0,183.0,23.5625,156.429,17.9507,8.00679,0.0381391,0.0253128,0.225817,0.0600888,5,2,1,4,66,0,2,4,140.0,12.0,18,2,0,0.0,6,49.0,24.0,true
    0.253623,1,7,1,0.186813,0.209877,17,17,1,6,6,25,21,3,3,22,30,0,0.0357143,3,0,0,5,0.0357143,3,1,1,0,0,1,81,91,4,8,2,3,8,0,4,0,17,49,0,9,0,81,91,4,8,2,3,8,0,4,0,17,49,0,9,0,5,0,1,3,123.0,103.0,24.6,32.0,28.0,6.4,91.0,103.0,18.2,77.4286,5.98026,6.14016,0.04396,0.0220006,0.183033,0.0463234,14,2,3,11,28,0,2,1,77.0,8.0,14,2,3,0.0,4,54.0,24.0,false
    0,0,0,0,0,0,0,0,2,4,4,24,7,0,0,7,16,0,0.162162,18,0,0,2,0.162162,18,1,1,0,0,1,93,110,2,5,1,3,9,0,1,0,16,59,0,2,0,93,110,2,5,1,3,9,0,1,0,16,59,0,2,0,8,0,0,2,57.0,25.0,7.125,52.0,33.0,6.5,5.0,9.0,0.625,104.429,48.3183,7.65733,0.00863774,0.0259876,0.224651,0.0504047,8,2,0,8,28,0,1,1,92.0,8.0,13,1,5,0.0,1,70.0,22.0,true
    0,0,0,0,0,0,0,0,2,1,1,7,1,1,3,1,6,1,0.575342,42,35,3,0,0.339378,131,0,0,0,0,0,31,79,1,1,1,1,5,0,2,0,5,16,0,2,0,255,401,10,6,10,6,24,0,13,3,24,167,0,13,3,3,0,0,2,36.0,26.0,12.0,2.0,2.0,0.666667,34.0,26.0,11.3333,28.8571,8.77778,2.06344,0.0508732,0.0286532,0.10439,0.103181,3,1,1,2,10,0,1,0,35.0,5.0,0,1,0,0.0,2,12.0,7.0,true
    0.106093,1,2,2,0.0653595,0.0613027,20,16,1,3,3,45,7,6,15,8,27,0,0.0510638,12,0,0,7,0.0609319,17,0,0,0,0,0,223,263,11,1,11,1,19,0,6,4,19,151,0,6,4,262,306,11,1,11,1,24,0,11,4,24,175,0,11,4,19,0,0,4,740.0,221.0,38.9474,191.0,65.0,10.0526,549.0,221.0,28.8947,156.429,42.3033,14.3803,0.147213,0.0642199,0.44699,0.167895,8,1,3,5,171,0,11,0,255.0,19.0,6,11,9,0.0,6,85.0,44.0,false
    0,0,0,0,0,0,0,0,1,1,1,11,6,1,1,6,12,0,0.130435,6,6,0,3,0.130435,6,1,1,0,0,1,40,53,6,4,0,2,6,0,2,1,19,23,0,7,2,40,53,6,4,0,2,6,0,2,1,19,23,0,7,2,11,0,0,2,182.0,75.0,16.5455,32.0,18.0,2.90909,150.0,75.0,13.6364,156.429,16.0526,8.83054,0.0162402,0.0268944,0.249487,0.0499931,5,2,1,4,15,0,0,1,38.0,6.0,19,0,0,0.0,2,24.0,11.0,false
    0.206161,3,14,4,0.176707,0.199095,44,44,1,3,3,63,27,1,1,32,51,0,0.0263158,6,0,0,3,0.0263158,6,0,0,0,0,0,222,249,3,10,3,10,19,0,2,0,19,167,0,2,0,222,249,3,10,3,10,19,0,2,0,19,167,0,2,0,32,1,0,6,264.0,50.0,8.25,194.0,74.0,6.0625,70.0,18.0,2.1875,187.286,86.5887,24.7436,0.0565871,0.064461,0.660045,0.121457,21,1,0,21,171,0,3,0,223.0,19.0,0,3,16,0.0,2,131.0,62.0,true
    0.130048,1,10,2,0.123778,0.136882,38,36,1,8,8,80,12,11,26,14,30,0.0714286,0.188272,61,8,1,13,0.188272,61,0,0,0,0,0,263,307,0,15,0,15,16,0,13,0,16,189,0,13,0,263,307,0,15,0,15,16,0,13,0,16,189,0,13,0,33,0,1,5,796.0,225.0,24.1212,232.0,80.0,7.0303,564.0,225.0,17.0909,155.714,30.9934,22.5021,0.148818,0.0665303,0.623315,0.115857,28,1,11,17,120,0,0,0,280.0,16.0,6,0,3,0.0,13,156.0,75.0,true
