@RELATION GitHub-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NumberOfCommitters NUMERIC
    @ATTRIBUTE NumberOfDeveloperCommits NUMERIC
    @ATTRIBUTE NumberOfPreviousModifications NUMERIC
    @ATTRIBUTE NumberOfPreviousFixes NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    1,0,1,1,5,29,2,0,2,310,false
    2,0,0,3,98,136,3,0,2,5350,false
    1,0,3,0,7,46,2,0,2,1296,false
    1,0,1,2,6,32,2,0,2,1296,false
    1,0,4,8,35,91,4,0,3,2472,false
    8,0,1,11,102,143,9,0,5,257,false
    1,0,1,8,55,90,6,0,3,2472,false
    3,0,1,7,97,132,19,0,10,2319,false
    11,0,1,17,359,442,27,0,10,1296,true
    1,0,0,10,17,48,13,0,4,5350,false
    1,0,0,2,6,28,2,0,2,1296,false
    1,0,0,3,8,31,7,0,3,5350,false
    1,0,1,3,7,31,2,0,2,310,false
    1,0,1,1,5,29,2,0,2,310,false
    1,0,1,3,34,62,13,0,7,5350,false
    5,0,0,2,37,62,9,0,3,5350,false
    4,0,0,2,46,73,10,0,5,5350,false
    1,0,0,2,8,31,5,0,4,3997,false
    1,0,0,2,8,30,4,0,3,5350,false
    1,0,0,4,24,49,4,0,3,5350,false
    1,0,2,5,42,76,3,0,3,310,false
    1,0,0,4,19,45,7,0,4,5350,false
    1,0,1,4,10,38,13,0,5,5350,false
    1,0,1,4,22,50,2,0,2,310,false
    1,0,1,5,9,37,4,0,4,5350,false
    12,0,1,12,102,146,4,0,3,2319,false
    7,0,1,0,97,140,6,0,3,2472,false
    1,0,1,3,12,37,6,0,4,1296,false
    1,0,1,0,9,39,2,0,2,310,false
    17,0,1,0,169,226,25,0,7,5350,false
    8,0,1,9,86,127,10,0,5,2319,false
    5,0,1,8,58,96,2,0,2,310,false
    1,0,1,14,23,61,18,0,5,5350,false
    8,0,1,16,98,141,14,0,5,5350,false
    28,0,1,0,223,290,40,0,11,5350,false
    1,0,1,6,39,70,2,0,2,310,false
    9,0,1,17,148,201,15,0,6,5350,false
    11,0,1,6,88,125,4,0,3,2319,false
    1,0,1,13,25,63,10,0,6,1296,false
    12,0,1,20,139,189,4,0,3,2319,false
    53,0,1,0,375,484,51,0,6,5350,false
    6,0,0,8,60,92,10,0,5,5350,false
    1,0,0,0,94,134,2,0,1,2319,false
    7,0,0,0,68,101,2,0,1,2319,false
    4,0,0,0,67,98,2,0,1,2319,false
    29,0,0,0,369,444,2,0,1,2319,false
    15,0,0,0,120,162,6,0,2,5350,false
    28,0,0,0,416,525,4,0,3,5350,false
    29,0,0,0,262,341,6,0,2,5350,false
    16,0,0,0,198,246,12,0,2,5350,false
    13,0,2,10,191,243,2,0,1,2319,false
    23,0,0,0,201,260,2,0,1,2319,false
    1,0,1,5,11,40,5,0,4,505,false
    17,0,1,25,235,296,20,0,6,2319,false
    1,0,3,27,44,103,43,0,11,5350,false
    1,0,0,3,16,40,8,0,4,5350,false
    1,0,6,8,40,106,4,0,3,2472,true
    56,0,1,36,332,422,15,0,6,2319,false
    51,0,1,0,418,550,65,0,9,1296,false
    1,0,1,2,21,49,8,0,6,5350,true
    1,0,2,2,8,42,8,0,5,2472,false
    1,0,2,23,35,89,39,0,7,2319,false
    1,0,0,1,4,25,3,0,3,310,false
    1,0,1,1,5,29,5,0,4,2472,false
    1,0,1,6,41,73,10,0,6,5350,false
    1,0,1,2,13,39,2,0,2,310,false
    37,0,1,0,268,359,60,0,7,5350,false
    1,0,1,3,26,56,9,0,6,5350,false
    3,0,2,5,41,73,4,0,4,505,false
    1,0,1,1,10,36,4,0,4,505,false
    1,0,0,3,16,41,4,0,4,310,false
    1,0,1,2,18,47,8,0,5,2319,false
    1,0,1,2,6,34,2,0,2,310,false
    1,0,2,14,26,69,29,0,8,2319,false
    8,0,1,2,48,79,24,0,7,1296,true
    1,0,1,2,19,47,5,0,2,1296,false
    1,0,1,5,18,47,4,0,3,1296,false
    13,0,1,12,95,144,12,0,5,2319,false
    5,0,1,2,42,73,14,0,4,1296,false
    26,0,1,0,191,262,42,0,10,5350,false
    1,0,0,6,34,63,2,0,2,310,false
    11,0,0,22,152,200,5,0,3,1296,false
    1,0,0,1,4,25,2,0,2,310,false
    1,0,0,1,11,54,2,0,2,310,false
    17,0,0,1,127,151,4,0,2,1296,false
    1,0,0,1,4,25,2,0,2,310,false
    4,0,0,5,37,63,2,0,2,310,false
    10,0,0,7,82,110,2,0,2,310,false
    1,0,0,3,14,38,2,0,2,310,false
    1,0,0,5,36,63,2,0,2,310,false
    5,0,0,10,55,85,2,0,2,310,false
    5,0,0,9,51,80,2,0,2,310,false
    4,0,0,8,46,74,2,0,2,310,false
    1,0,1,2,6,32,2,0,2,310,false
    1,0,1,5,30,62,6,0,5,5350,false
    5,0,2,3,92,132,8,0,6,5350,false
    1,0,1,2,11,36,2,0,2,310,false
    15,0,1,0,132,174,28,0,8,505,false
    1,0,2,0,9,50,3,0,2,1296,false
    4,0,1,8,77,118,9,0,4,412,false
    1,0,1,2,16,46,16,0,7,505,false
    25,0,1,3,230,306,31,0,10,505,false
    3,0,1,3,25,56,2,0,2,310,false
    8,0,1,3,73,108,4,0,2,1296,false
    8,0,1,7,73,109,2,0,2,310,false
    1,0,1,1,5,30,2,0,2,310,false
    8,0,1,2,56,98,18,0,6,5350,false
    1,0,1,5,28,61,2,0,2,310,false
    8,0,1,6,91,135,3,0,2,1296,false
    2,0,1,7,53,87,2,0,2,310,false
    1,0,1,4,9,37,2,0,2,310,false
    10,0,4,11,126,197,4,0,3,2319,false
    1,0,1,1,8,30,2,0,1,2319,false
    7,0,0,9,128,166,1,0,1,1296,false
    1,0,1,3,21,49,2,0,2,310,false
    10,0,0,8,67,102,2,0,2,310,false
    5,0,1,3,34,63,2,0,2,310,false
    1,0,1,1,8,34,2,0,2,310,false
    16,0,1,12,237,309,20,0,6,505,true
    2,0,2,2,24,58,2,0,2,310,false
    4,0,1,5,42,77,2,0,2,310,false
    3,0,0,5,138,192,15,0,4,1296,false
    22,0,0,10,168,215,2,0,2,310,false
    4,0,1,17,123,172,16,0,7,2319,false
    1,0,1,1,5,30,2,0,2,310,false
    1,0,0,2,17,40,1,0,1,1296,false
    1,0,0,2,22,51,4,0,4,533,false
    1,0,0,3,36,71,4,0,4,5350,false
    3,0,0,4,262,354,26,0,9,5350,false
    1,0,0,4,21,47,4,0,1,5350,false
    5,0,0,4,102,156,10,0,7,257,false
    28,0,1,35,340,416,7,0,4,5350,false
    1,0,0,2,48,82,3,0,2,5350,false
    1,0,0,3,57,101,3,0,2,5350,false
    1,0,0,4,43,85,6,0,3,5350,false
    1,0,0,2,36,71,6,0,3,5350,false
    1,0,0,3,56,94,8,0,2,5350,false
    2,0,1,1,180,254,45,0,8,5350,false
    12,0,1,4,217,265,23,0,9,5350,true
    4,0,1,6,96,140,3,0,3,5350,false
    3,0,2,0,57,132,7,0,5,5350,false
    1,0,0,6,127,188,26,0,4,5350,false
    1,0,0,2,33,62,4,0,2,5350,false
    1,0,1,4,67,111,5,0,3,505,false
    1,0,0,5,89,117,14,0,6,1296,false
    1,0,1,11,167,203,24,0,5,1296,false
    51,0,1,26,713,833,41,0,8,5350,false
    27,0,1,19,414,560,21,0,8,5350,false
    2,0,1,3,45,78,2,0,2,310,false
    2,0,0,5,138,194,13,0,3,1296,false
    1,0,0,5,131,170,7,0,4,1636,false
    1,0,0,8,174,247,21,0,5,1296,false
    1,0,0,4,75,131,12,0,5,1296,false
    2,0,0,3,15,38,4,0,3,1296,false
    3,0,2,5,145,227,23,0,4,5350,false
    1,0,1,4,130,194,6,0,1,1296,false
    1,0,0,3,77,119,22,0,4,5350,false
    12,0,0,7,59,89,6,0,3,5350,false
    15,0,0,9,208,275,2,0,2,310,false
    1,0,0,1,4,26,2,0,2,310,false
    6,0,0,11,212,289,4,0,2,1296,false
    1,0,0,4,55,88,3,0,3,2472,false
    1,0,0,2,29,58,6,0,2,5350,false
    6,0,2,14,134,204,22,0,9,665,false
    9,0,1,4,69,135,8,0,6,310,false
    16,0,1,132,655,847,29,0,10,5350,false
    12,0,1,6,269,354,111,0,14,1296,false
    1,0,0,5,20,44,6,0,5,310,false
    1,0,0,2,12,35,4,0,2,310,false
    19,0,3,129,762,972,34,0,13,5350,false
    1,0,0,2,8,31,6,0,5,310,false
    1,0,1,6,38,71,7,0,5,310,false
    3,0,0,5,39,65,4,0,3,2319,false
    1,0,0,2,5,26,4,0,2,310,false
    1,0,0,2,7,30,6,0,5,310,false
    14,0,2,12,243,300,20,0,12,5350,false
    4,0,1,17,104,152,16,0,6,5350,false
    1,0,0,4,7,30,13,0,7,310,false
    16,0,0,21,195,245,25,0,9,2319,false
    1,0,1,1,11,37,4,0,2,310,false
    1,0,0,6,43,71,19,0,7,1296,false
    1,0,0,2,7,30,10,0,7,5350,false
    43,0,1,19,626,775,141,0,18,1296,false
    1,0,0,5,20,44,3,0,3,310,false
    34,0,3,10,428,550,59,0,12,5350,false
    1,0,0,2,6,28,5,0,4,2319,false
    1,0,1,1,8,32,7,0,4,5350,false
    2,0,1,4,43,73,7,0,5,310,false
    1,0,0,2,12,34,3,0,3,310,false
    4,0,0,4,44,72,11,0,7,5350,false
    1,0,0,3,7,30,4,0,1,1296,false
    11,0,1,5,194,247,14,0,6,5350,false
    1,0,1,2,10,36,4,0,3,5350,false
    5,0,0,4,59,86,4,0,3,5350,false
    3,0,0,4,41,69,4,0,3,5350,false
    5,0,0,4,38,63,6,0,5,310,false
    4,0,0,5,37,65,3,0,3,310,false
    2,0,0,3,19,43,4,0,4,310,false
    1,0,0,2,8,29,3,0,3,310,false
    3,0,1,4,40,76,6,0,4,310,false
    1,0,0,3,34,64,4,0,3,2319,false
    2,0,0,6,125,157,54,0,13,1296,false
    1,0,0,5,9,34,8,0,5,310,false
    1,0,0,3,12,34,4,0,4,310,false
    2,0,0,4,170,215,54,0,12,1296,false
    4,0,0,7,64,97,3,0,3,310,false
    8,0,0,2,76,105,16,0,8,310,false
    1,0,0,2,6,28,5,0,4,310,false
    3,0,1,27,279,353,4,0,3,5350,false
    17,0,0,10,353,492,7,0,5,5350,false
    1,0,0,3,6,28,4,0,4,310,false
    3,0,0,2,88,128,8,0,4,1296,false
    6,0,0,5,319,442,20,0,8,5350,false
    1,0,0,0,22,45,7,0,6,310,false
    15,0,0,19,381,466,34,0,9,5350,false
    1,0,0,2,16,46,9,0,6,310,false
    5,0,0,2,35,58,5,0,4,310,false
    2,0,0,3,28,54,10,0,5,1296,false
    1,0,0,2,22,56,4,0,3,5350,false
    2,0,0,2,111,154,11,0,6,5350,false
    4,0,1,20,221,297,17,0,7,5350,false
    6,0,0,4,129,165,25,0,8,533,false
    1,0,1,0,39,74,9,0,5,533,false
    14,0,0,2,172,211,12,0,6,2319,false
    3,0,0,4,25,50,2,0,2,310,false
    1,0,0,1,19,47,13,0,5,2319,false
    5,0,0,13,141,186,19,0,7,2319,false
    1,0,0,9,79,117,10,0,5,2319,false
    1,0,0,3,10,33,2,0,2,828,false
    1,0,0,2,8,30,4,0,4,828,false
    14,0,0,0,89,117,5,0,4,828,false
    1,0,0,1,107,140,7,0,4,1636,false
    1,0,0,3,15,39,2,0,2,310,false
    5,0,0,7,72,104,2,0,1,533,false
    1,0,0,0,25,49,5,0,2,828,false
    1,0,0,0,6,29,2,0,2,310,false
    7,0,1,3,68,105,3,0,2,828,false
    13,0,0,0,196,248,5,0,4,5350,false
    16,0,0,0,180,216,14,0,5,5350,false
    10,0,0,0,134,175,4,0,4,828,false
    15,0,0,3,116,146,4,0,4,828,false
    1,0,0,0,25,49,5,0,2,828,false
    35,0,0,0,338,392,6,0,4,828,false
    1,0,0,3,11,34,4,0,4,828,false
    1,0,0,0,12,36,4,0,4,828,false
    10,0,0,0,238,292,11,0,6,2319,false
    1,0,0,0,25,49,3,0,2,828,false
    25,0,1,4,198,253,7,0,3,828,false
    9,0,0,5,63,91,2,0,2,1636,false
    5,0,0,0,49,76,3,0,2,828,false
    2,0,0,4,30,56,3,0,3,1636,false
    7,0,0,2,113,161,6,0,4,2319,false
    18,0,0,0,239,294,11,0,5,828,false
    4,0,0,3,102,137,36,0,6,533,false
    1,0,0,4,28,53,5,0,2,224,false
    1,0,0,5,32,60,2,0,2,1636,false
    3,0,0,4,39,67,4,0,3,533,false
    7,0,0,3,122,159,7,0,4,224,false
    10,0,0,4,97,130,3,0,2,2319,false
    5,0,0,3,88,121,4,0,2,224,false
    3,0,0,2,62,91,2,0,1,533,false
    1,0,0,4,27,52,2,0,1,533,false
    1,0,0,4,30,55,2,0,2,1636,false
    1,0,0,0,5,26,2,0,2,310,false
    40,0,0,0,413,469,15,0,7,2319,false
    3,0,0,0,90,132,4,0,3,505,false
    2,0,0,4,32,59,6,0,3,5350,false
    1,0,0,3,6,28,4,0,4,1636,false
    4,0,0,4,56,83,4,0,4,1636,false
    1,0,0,2,29,54,2,0,2,1636,false
    1,0,0,2,5,26,1,0,1,828,false
    2,0,0,0,101,141,13,0,6,2319,false
    8,0,0,0,90,127,8,0,6,828,false
    8,0,0,1,84,110,5,0,4,828,false
    2,0,0,4,28,54,2,0,2,310,false
    1,0,0,3,38,64,13,0,4,533,false
    5,0,0,3,68,97,10,0,5,828,false
    2,0,0,3,27,53,2,0,2,310,false
    1,0,0,0,74,107,12,0,5,2319,false
    13,0,0,0,141,179,11,0,6,1296,false
    7,0,0,0,57,83,5,0,5,1636,false
    2,0,0,3,51,77,2,0,2,310,false
    2,0,0,2,24,48,2,0,2,310,false
    7,0,1,4,71,105,7,0,3,828,false
    1,0,0,4,24,49,4,0,4,1636,false
    4,0,0,5,43,71,5,0,2,533,false
    2,0,0,3,30,53,3,0,2,224,false
    1,0,0,4,24,49,4,0,4,1636,false
    1,0,0,2,20,43,6,0,2,1636,false
    5,0,0,3,46,76,4,0,3,505,false
    2,0,0,3,27,53,2,0,2,310,false
    6,0,0,0,66,97,2,0,2,310,false
    3,0,0,2,27,53,3,0,3,236,false
    6,0,0,3,58,88,5,0,4,5350,false
    1,0,0,2,45,74,6,0,5,5350,false
    1,0,0,2,22,45,5,0,4,828,false
    1,0,98,43,348,611,28,0,6,2319,false
    11,0,0,23,448,537,24,0,7,2319,false
    6,0,0,6,61,90,4,0,4,2319,false
    1,0,0,5,12,37,2,0,2,505,false
    5,0,0,6,67,98,2,0,2,505,false
    1,0,0,6,39,67,2,0,2,505,false
    4,0,0,5,58,86,3,0,3,828,false
    4,0,0,5,56,82,8,0,3,828,false
    1,0,0,26,137,183,4,0,3,5350,false
    1,0,1,10,19,64,3,0,2,5350,false
    9,0,1,23,220,282,16,0,7,2319,false
    15,0,1,20,214,269,18,0,7,1296,false
    1,0,0,13,90,127,2,0,2,828,false
    1,0,0,26,144,192,10,0,4,5350,false
    1,0,0,3,22,47,3,0,3,828,false
    8,0,0,7,86,120,1,0,1,533,false
    1,0,0,15,26,61,7,0,2,5350,false
    1,0,0,6,29,57,1,0,1,533,false
    1,0,0,0,29,55,2,0,1,533,false
    28,0,0,6,139,182,1,0,1,533,false
    10,0,0,2,87,118,2,0,1,533,false
    1,0,0,2,9,31,1,0,1,533,false
    1,0,0,5,11,34,1,0,1,533,false
    1,0,0,0,7,28,1,0,1,533,false
    1,0,0,3,6,28,1,0,1,533,false
    1,0,1,2,15,42,4,0,3,2319,false
    1,0,1,3,22,51,8,0,4,2319,false
    1,0,0,4,21,48,7,0,4,665,false
    1,0,0,3,24,49,4,0,4,236,false
    2,0,0,0,59,90,1,0,1,533,false
    1,0,0,2,6,28,3,0,3,1296,false
    11,0,0,8,148,190,6,0,3,1296,false
    6,0,0,3,83,113,12,0,6,665,false
    1,0,0,0,20,45,3,0,2,505,false
    1,0,0,2,25,48,1,0,1,533,false
    1,0,0,4,93,139,10,0,6,5350,false
    4,0,0,6,116,171,5,0,4,533,false
    1,0,1,19,219,338,8,0,4,828,false
    17,0,0,34,412,487,26,0,9,5350,false
    1,0,1,7,71,133,4,0,3,828,false
    1,0,1,8,90,162,5,0,4,828,false
    2,0,0,6,70,126,4,0,3,5350,false
    4,0,0,26,330,524,12,0,5,5350,false
    1,0,1,7,71,133,6,0,3,828,false
    1,0,1,34,440,674,8,0,5,5350,false
    3,0,0,14,261,317,13,0,5,5350,false
    1,0,1,50,731,1102,10,0,5,5350,false
    1,0,1,7,71,133,6,0,3,828,false
    1,0,0,15,245,392,5,0,2,1636,false
    1,0,0,9,85,143,2,0,2,1636,false
    15,0,0,2,434,527,25,0,8,2319,false
    11,0,0,32,784,1044,47,0,9,2319,false
    3,0,0,8,201,263,2,0,1,533,false
    2,0,0,4,175,241,4,0,3,5350,false
    3,0,0,5,110,172,3,0,2,5350,false
    1,0,0,22,113,155,8,0,5,2319,false
    1,0,0,33,666,944,11,0,5,5350,false
    1,0,0,2,37,71,4,0,4,1636,false
    1,0,0,4,69,117,3,0,3,1296,false
    1,0,0,3,54,89,6,0,5,5350,false
    3,0,0,10,330,403,14,0,7,2319,false
    1,0,0,2,63,100,6,0,4,5350,false
    1,0,0,2,23,51,4,0,3,5350,false
    3,0,0,5,96,138,13,0,7,5350,false
    27,0,0,10,327,388,21,0,5,5350,false
    2,0,0,6,88,138,8,0,4,5350,false
    7,0,0,10,124,189,5,0,4,828,false
    1,0,0,3,97,138,8,0,3,533,false
    28,0,0,37,469,550,13,0,5,5350,false
    1,0,0,11,290,391,1,0,1,533,false
    10,0,0,6,167,236,3,0,2,533,false
    1,0,0,3,15,37,1,0,1,533,false
    1,0,0,3,23,59,1,0,1,533,false
    5,0,0,7,105,167,5,0,3,1296,false
    1,0,0,0,20,43,6,0,2,533,false
    4,0,1,1,121,171,22,0,6,533,false
    6,0,0,0,112,145,2,0,2,236,false
    1,0,0,0,31,58,1,0,1,533,false
    5,0,0,5,124,166,8,0,4,533,false
    9,0,0,6,186,226,6,0,6,310,false
    3,0,0,0,49,72,1,0,1,533,false
    3,0,0,0,42,69,1,0,1,533,false
    5,0,0,0,45,71,2,0,1,533,false
    2,0,0,0,36,61,1,0,1,533,false
    11,0,0,10,113,147,5,0,3,1296,false
    1,0,0,2,13,35,3,0,1,1636,false
    2,0,0,3,32,58,3,0,3,1296,false
    8,0,0,4,67,93,3,0,1,1636,false
    6,0,0,3,26,50,3,0,1,1636,false
    10,0,0,13,212,259,6,0,3,1636,false
    1,0,0,2,22,47,4,0,4,3997,false
    1,0,0,2,69,104,6,0,5,310,false
    1,0,1,2,24,54,16,0,6,5350,false
    5,0,0,3,53,84,13,0,7,1296,false
    1,0,1,3,16,46,7,0,5,5350,false
    6,0,0,3,49,77,1,0,1,1296,false
    14,0,0,7,113,149,5,0,1,1296,false
    4,0,5,3,95,168,15,0,7,665,false
    1,0,1,0,11,36,7,0,4,1296,false
    8,0,0,6,76,110,20,0,9,5350,false
    5,0,0,7,94,125,21,0,6,5350,false
    2,0,0,5,357,436,18,0,7,665,false
    2,0,0,5,359,438,10,0,5,665,false
    1,0,1,1,55,94,54,0,11,1296,false
    3,0,0,4,52,77,1,0,1,1296,false
    4,0,14,1,92,203,23,0,7,505,true
    1,0,1,4,37,68,3,0,2,5350,false
    1,0,1,1,6,31,4,0,4,2319,false
    26,0,0,12,567,677,217,0,18,5350,true
    1,0,0,2,39,65,4,0,4,1296,false
    1,0,0,4,17,40,2,0,2,505,false
    8,0,1,26,420,505,19,0,7,5350,false
    8,0,1,26,420,507,12,0,6,665,false
    1,0,0,4,19,43,1,0,1,1296,false
    6,0,0,13,132,171,11,0,4,5350,false
    1,0,0,2,39,65,6,0,3,1296,false
    1,0,0,2,39,65,12,0,4,5350,false
    1,0,0,3,29,53,2,0,2,2472,false
    1,0,0,3,29,53,2,0,1,533,false
    1,0,0,3,29,53,15,0,6,533,false
    1,0,1,4,20,51,1,0,1,1296,false
    1,0,1,4,20,49,1,0,1,1296,false
    9,0,0,7,106,140,10,0,4,2319,false
    1,0,2,0,17,48,6,0,6,665,false
    13,0,0,3,166,214,74,0,15,5350,true
    6,0,1,4,96,141,9,0,3,1296,false
    8,0,1,8,82,115,4,0,4,2319,false
    3,0,1,2,34,63,8,0,6,412,false
    5,0,0,0,201,246,27,0,7,665,false
    10,0,1,1,48,83,3,0,3,257,false
    1,0,1,2,6,34,4,0,3,1296,false
    1,0,1,6,41,74,4,0,3,1296,false
    1,0,0,6,11,38,6,0,4,1296,false
    1,0,1,9,27,58,3,0,3,505,false
    19,0,1,5,260,341,15,0,8,2319,false
    20,0,1,7,263,321,41,0,5,5350,false
    38,0,1,10,625,765,185,0,15,505,false
    1,0,1,6,38,71,2,0,1,1296,false
    8,0,0,14,116,170,7,0,2,1296,false
    10,0,1,4,152,197,17,0,6,505,true
    2,0,1,6,92,133,10,0,3,1296,false
    2,0,0,6,304,374,15,0,4,5350,false
    9,0,0,8,104,135,9,0,6,5350,false
    2,0,0,3,40,65,11,0,5,1296,false
    1,0,0,6,31,57,4,0,2,5350,false
    1,0,0,2,9,31,4,0,2,5350,false
    1,0,3,21,38,96,17,0,7,665,false
    28,0,3,48,544,684,66,0,11,5350,false
    5,0,1,2,73,112,27,0,8,665,false
    1,0,0,3,7,30,3,0,3,5350,false
    1,0,0,8,85,118,11,0,5,1296,false
    1,0,0,2,6,28,3,0,3,5350,false
    3,0,4,0,82,134,3,0,3,5350,false
    1,0,0,2,5,26,3,0,3,5350,false
    1,0,0,2,5,26,3,0,3,5350,false
    3,0,0,17,56,97,11,0,5,665,false
    9,0,1,27,366,448,28,0,8,665,false
    1,0,0,2,8,30,7,0,3,1296,false
    11,0,0,13,144,205,14,0,5,665,false
    1,0,0,4,34,59,6,0,4,5350,false
    1,0,0,2,30,57,22,0,8,1296,false
    13,0,0,7,341,414,30,0,8,5350,false
    1,0,0,6,31,58,3,0,3,5350,false
    4,0,1,1,30,67,7,0,4,665,false
    1,0,0,2,59,85,27,0,5,665,false
    1,0,0,6,29,55,3,0,3,5350,false
    1,0,0,2,18,40,3,0,3,5350,false
    2,0,0,33,196,251,8,0,6,5350,false
    2,0,0,20,89,130,5,0,5,2319,false
    18,0,0,16,233,281,30,0,6,1296,false
    11,0,0,2,148,186,5,0,4,2319,false
    2,0,0,3,33,58,6,0,4,310,false
    5,0,0,2,108,145,5,0,4,310,false
    2,0,0,10,73,106,4,0,3,1296,false
    2,0,0,1,26,49,13,0,7,2472,false
    1,0,0,2,5,26,1,0,1,1296,false
    1,0,0,3,6,28,1,0,1,1296,false
    1,0,1,1,5,30,1,0,1,1296,false
    12,0,0,3,137,188,2,0,1,2319,false
    1,0,0,2,10,32,3,0,3,5350,false
    26,0,0,16,313,391,22,0,7,5350,false
    2,0,0,3,25,50,3,0,3,5350,false
    2,0,0,5,49,80,10,0,5,5350,false
    6,0,0,6,105,145,8,0,4,2319,false
    1,0,1,1,6,31,3,0,3,5350,false
    1,0,0,4,45,72,12,0,5,5350,false
    1,0,0,2,56,82,12,0,4,2319,false
    46,0,0,19,405,491,5,0,4,505,false
    7,0,0,5,80,112,7,0,6,5350,false
    1,0,1,0,21,51,2,0,2,2319,false
    17,0,0,16,352,416,46,0,10,5350,false
    36,0,0,4,426,472,12,0,8,5350,false
    3,0,0,5,89,122,21,0,8,1296,false
    1,0,0,2,12,33,3,0,3,505,false
    4,0,0,2,70,106,11,0,6,5350,false
    2,0,0,2,36,65,9,0,5,828,false
    1,0,0,4,20,45,7,0,5,828,false
    1,0,0,7,100,150,4,0,4,2319,false
    2,0,0,3,22,45,3,0,3,505,false
    7,0,0,4,125,177,15,0,7,5350,false
    3,0,1,1,80,120,22,0,9,5350,false
    6,0,1,1,107,163,12,0,7,1636,false
    4,0,0,3,215,293,23,0,10,5350,false
    2,0,0,3,28,52,1,0,1,1296,false
    1,0,0,2,27,49,7,0,5,1296,false
    7,0,0,9,284,336,10,0,5,1296,false
    6,0,0,4,128,169,20,0,9,5350,false
    3,0,0,6,120,217,16,0,6,5350,false
    1,0,0,5,50,78,14,0,6,5350,false
    1,0,0,2,56,90,11,1,6,5350,false
    4,0,2,3,116,167,10,0,5,5350,false
    13,0,0,5,234,293,57,0,13,5350,false
    10,0,2,3,193,272,47,0,10,5350,false
    3,0,0,3,106,149,29,0,10,5350,false
    11,0,0,12,375,488,33,0,13,665,false
    2,0,0,3,106,157,8,0,4,5350,false
    1,0,0,6,152,220,7,0,5,5350,false
    1,0,0,0,5,27,2,0,1,2319,false
    19,0,0,0,304,394,8,0,4,1296,true
    19,0,0,0,164,226,6,0,3,1296,false
    4,0,0,3,52,87,2,0,1,2319,false
    4,0,0,6,39,67,4,0,3,1296,false
    12,0,0,0,92,128,2,0,1,2319,false
    4,0,0,9,90,128,2,0,1,2319,false
    5,0,0,3,89,128,6,0,3,1296,true
    13,0,0,0,152,204,2,0,1,2319,false
    1,0,0,3,56,95,2,0,1,2319,false
    1,0,0,2,22,55,2,0,1,2319,false
    1,0,0,7,13,40,3,0,2,5350,false
    9,0,1,9,167,210,4,0,2,5350,false
    27,0,0,3,272,342,15,0,6,5350,false
    11,0,0,6,128,161,3,0,3,665,false
    1,0,0,2,37,66,8,0,4,2319,false
    2,0,0,3,112,158,25,0,9,310,false
    19,0,0,9,436,583,46,0,10,310,false
    5,0,0,6,171,246,15,0,5,2319,false
    5,0,0,4,145,200,7,0,4,310,false
    3,0,0,3,99,144,6,0,2,5350,false
    10,0,0,2,97,132,13,0,5,310,false
    5,0,0,2,77,110,8,0,4,310,false
    2,0,0,5,62,116,4,0,3,5350,false
    2,0,2,1,67,127,21,0,11,310,false
    1,0,1,3,41,71,18,0,7,5350,false
    4,0,0,2,84,123,5,0,4,310,false
    3,0,0,3,42,76,14,0,8,2319,false
    9,0,1,2,169,214,26,0,11,310,false
    2,0,0,2,58,88,4,0,2,5350,false
    1,0,0,2,15,38,7,0,5,310,false
    3,0,1,4,119,172,28,0,11,310,false
    10,0,0,10,341,420,29,0,9,310,false
    18,0,0,4,166,206,11,0,7,2319,false
    9,0,0,9,217,276,19,0,9,310,false
    3,0,1,2,76,138,4,0,3,5350,false
    7,0,0,6,124,185,3,0,3,257,false
    1,0,0,12,466,631,15,0,4,5350,false
    11,0,1,16,216,324,2,0,2,2472,false
    1,0,0,5,79,147,26,0,7,5350,false
    26,0,0,14,154,201,11,0,4,310,false
    2,0,0,11,211,320,12,0,5,1296,false
    4,0,0,3,69,101,9,0,6,310,false
    1,0,0,6,102,167,13,0,5,1296,false
    4,0,0,4,94,141,14,0,4,5350,false
    6,0,0,7,127,187,11,0,4,5350,false
    1,0,0,3,58,85,10,0,7,2319,false
    2,0,0,4,42,78,9,0,7,310,false
    1,0,0,12,178,238,6,0,5,5350,false
    4,0,0,7,151,206,4,0,4,310,false
    14,0,0,22,426,522,27,0,10,5350,false
    1,0,0,4,56,92,19,0,8,5350,false
    6,0,0,4,174,236,19,0,10,1296,false
    1,0,0,5,26,52,5,0,1,1296,false
    3,0,0,4,43,70,4,0,1,1296,false
    3,0,0,6,86,121,4,0,1,1296,false
    1,0,0,8,27,51,4,0,1,1296,false
    1,0,0,3,67,99,13,0,7,310,false
    2,0,0,3,42,68,1,0,1,1636,false
    54,0,19,30,873,1111,82,0,15,1296,true
    4,0,0,7,82,117,13,0,6,310,false
    7,0,0,9,283,342,46,0,11,310,false
    5,0,2,1,199,256,37,0,11,1296,false
    3,0,1,1,100,150,18,0,8,310,false
    14,0,0,2,111,143,5,0,3,5350,false
    1,0,0,1,11,33,10,0,5,5350,false
    1,0,0,2,54,81,30,0,9,5350,false
